sentiment,airline,negative_reason,text
4,jetblue,,marks 15th year bluemanity plane design sentinel
0,jetblue,Flight Attendant Complaints,call inflight crew fact asked didn bring
0,jetblue,Can't Tell,week bought plane ticket round trip price today
4,jetblue,,
4,jetblue,,greatest airline âœˆï
4,jetblue,,free wifi board best thing happened sliced bread
0,jetblue,Flight Booking Problems,middle seats credits working
0,jetblue,Bad Flight,disappointed weren allowed bring aircraft approved carseat empty plane cool
4,jetblue,,beatriz susan gate
4,jetblue,,handled question social media pros good practice transportation systems friendly
0,jetblue,Late Flight,supervisor find international checkin hasn moved minutes employees picked pizza
0,jetblue,Bad Flight,third flight wife working
4,jetblue,,wonderful thing
0,jetblue,Customer Service Issue,personal email contact complaint
0,jetblue,Flight Booking Problems,website access flight info
4,jetblue,,flight booking problems flights visit easter weekend started difficult ended well guys
4,jetblue,,seattle
4,jetblue,,
4,jetblue,,great flight orlando hartford weeks great time arrive early
4,jetblue,,guys continue impress crew gate 4helped family seat issues
4,jetblue,,loving free âœˆï
0,jetblue,Late Flight,missing point flight left hour late flight allowed late flight charge 10hrs
0,jetblue,Bad Flight,time flying jetblue year armrest controller doesn work agian main reason jetblue
0,jetblue,Can't Tell,night
0,jetblue,Customer Service Issue,team serve cinnabons flights
4,jetblue,,
0,jetblue,Late Flight,guys remembered flights delayed turn heat feels hotter
4,jetblue,,
0,jetblue,Customer Service Issue,spoken reps allowed check checkpoint guarantee will talking
0,jetblue,longlines,20min stood drop
4,jetblue,,credit replying forward hopefully flight tonight
4,jetblue,,great flight great crew flight
0,jetblue,Late Flight,40min sched plane arrived late flightr gate change flight
0,jetblue,Late Flight,allowed drop flight running 10min late flight turns left hour late flight
4,jetblue,,killing
0,jetblue,Customer Service Issue,left ipad flight 1401 monday called left message heard seat
4,jetblue,,response time impressed official jetblue social
4,jetblue,,listening doesn appreciate
0,jetblue,Customer Service Issue,care dropped call total half hour wait
4,jetblue,,incredible customer gate flight mint experience magic
4,jetblue,,will slog city
0,jetblue,Late Flight,stood night second chance tweeting airline
0,jetblue,Customer Service Issue,waited disconnect
4,jetblue,,huge crew flight 1348 flew monday night snow plane
0,jetblue,Customer Service Issue,changes website charged dollars phone
4,jetblue,,planning excellent service crew
4,jetblue,,great trip lift
4,jetblue,,hotspot free wifi happy
0,jetblue,Customer Service Issue,agents compounded problem making announcements
0,jetblue,Can't Tell,heads longer exists
0,jetblue,Can't Tell,wonder pilot tweeting legal tweet plane front stops suddenly
4,jetblue,,gorgeous hope flight tomorrow pleasant
0,jetblue,Cancelled Flight,update work paid blue money flight argh
0,jetblue,Can't Tell,news gate options
4,jetblue,,kinda
0,jetblue,Late Flight,well glad airport place
0,jetblue,Customer Service Issue,guessing call
0,jetblue,Late Flight,scheduled
0,jetblue,Late Flight,hasn boarded today excuse gonna work
0,jetblue,Can't Tell,time speed doesn work waiting
4,jetblue,,pleasure
4,jetblue,,lovely
4,jetblue,,finally lasfllsju
0,jetblue,Lost Luggage,clients years career thought suitcases worth thousands italian clothing robbed
0,jetblue,Can't Tell,mention fact paid extra jetblue thinking reliable
0,jetblue,Customer Service Issue,airport phone help things
0,jetblue,Late Flight,people weather flights going directly boston flight
0,jetblue,Flight Attendant Complaints,understand things flight late flightr night
0,jetblue,Cancelled Flight,disappointed flight boston cancelled flightled rebooked delayed compensation
4,jetblue,,great trip today crew flying fantastic
4,jetblue,,guys great wait travel
4,jetblue,,announced will
4,jetblue,,prompt replies impressedand brushing appreciated
4,jetblue,,angry tweeted airline read mind bitch credit
4,jetblue,,email point clever amazing
0,jetblue,Customer Service Issue,claimed happy treated
0,jetblue,Damaged Luggage,ripped suitcase yelled attitude geraldine employee baggage center worst airline
0,jetblue,Customer Service Issue,shout crew flight headed apple glass half full flight
0,jetblue,Late Flight,sense sucks stuck airport hours late flight meeting
4,jetblue,,help quick response
0,jetblue,Cancelled Flight,gate agent original plane deicing fluid engine created short plane service
4,jetblue,,shoutout crews 2017 gate crews long delays better
0,jetblue,Late Flight,hour delay supposed land boarding
4,jetblue,,airline flight
0,jetblue,Can't Tell,hope system wasn hacked passport info reservation couldn boarding pass
4,jetblue,,hang tampa airport forever today awesome experience
0,jetblue,Late Flight,honestly glad didnâ cancelled flight flight driving
0,jetblue,Lost Luggage,delivered items stolen kate spade bottle spiced
0,jetblue,Cancelled Flight,disappointed flight cancelled flighted excited listen song blue flying jetblue
4,jetblue,,friend picture phillip heller delicious
0,jetblue,Late Flight,flight delayed time greeting seat garbage
4,jetblue,,awesome quick response guys rock
4,jetblue,,reminded will flying weeks
4,jetblue,,wanted flight attendant fitz best tonight flight great flight fantastic
0,jetblue,Lost Luggage,supposedly boston
0,jetblue,Lost Luggage,coming guess changes flights
0,jetblue,Lost Luggage,sunday weather monday busy crazy
0,jetblue,Flight Attendant Complaints,supervisor humiliated uncompromising completely blindsided
0,jetblue,Flight Booking Problems,offered airport told reservation didn told 2275
0,jetblue,Can't Tell,completely pissed
0,jetblue,Lost Luggage,shampoo winter coat deodorant flatiron rest stuff
0,jetblue,Customer Service Issue,bought told gate declined supervisor accused illegal activity
0,jetblue,Customer Service Issue,dispatcher yelling hung
0,jetblue,Customer Service Issue,call warehouse going tonight
0,jetblue,Late Flight,couldn supposed today
0,jetblue,Bad Flight,flight heat
0,jetblue,Customer Service Issue,option current system guys
0,jetblue,Customer Service Issue,received horrible customer service reservation cancelled flighted notification despite confirmation number
0,jetblue,Cancelled Flight,flight cancelled flighted file claim credit entitled bill rights will issued
0,jetblue,Customer Service Issue,info call medical practice frequent flyers
4,jetblue,,definitely favorite airline
4,jetblue,,will fails will fashioned method tomorrow morning
0,jetblue,Customer Service Issue,issues mobile boarding passes crashing accessing
0,jetblue,Can't Tell,well baggage fees fare structures reduced legroom turned hated carrier congrats
4,jetblue,,excellent customer service resolved issue
0,jetblue,Can't Tell,well operating terminal targeting vulnerable passengers better thieves
0,jetblue,Customer Service Issue,option help change earlier accurate info
0,jetblue,Cancelled Flight,well flight going cancelled flighted changing earlier missed chance tomorrow
0,jetblue,Flight Attendant Complaints,employees
0,jetblue,Late Flight,responded quicker twitter hold hoping books flight
0,jetblue,Customer Service Issue,bags floor overhead trips
0,jetblue,Can't Tell,exactly leave note
0,jetblue,Customer Service Issue,guys better call wife handled 2033823312 waits hold
0,jetblue,Customer Service Issue,wife phone switch flight times switch disconnected cancelled flightled time call
4,jetblue,,great
0,jetblue,Customer Service Issue,towed flying terminal risk fine corrupt police official
0,jetblue,Can't Tell,ticket issued whilst delivering customers
0,jetblue,Can't Tell,understand policy targeting passengers good business addressed security
0,virginamerica,Customer Service Issue,time real customer service
4,jetblue,,agree frequent tweeter discount friends
0,jetblue,Can't Tell,understood standby list hours prior flight
0,jetblue,Bad Flight,plane hoping better luck return flight sunday
0,jetblue,Bad Flight,penalized packing lightly paying extra seat
0,jetblue,Can't Tell,dropping passengers small baby infants juan terminal unloading baby officer writes ticket
0,jetblue,Bad Flight,wifi spotty nice feature country flight
0,jetblue,Flight Booking Problems,technically drive request tomorrow flight
0,jetblue,Can't Tell,extra space forced backpack seat flight unprofessional
0,jetblue,Bad Flight,morning boston beautiful diego bummed satellite broken
4,jetblue,,lost read program customers great crewmembers notch info
4,jetblue,,glad going confirmation check
0,jetblue,Can't Tell,lost business enjoy profits
0,jetblue,Can't Tell,drive hours board jetblue vegas closer hartford airport cramming seats plane
4,jetblue,,will call
0,jetblue,Flight Attendant Complaints,today flight full gate
4,jetblue,,love guys vegas âœˆï ðÿž²
4,jetblue,,gary serving airport counter true blue feel jetblue flight delayedl
0,jetblue,Late Flight,flight delay horrible planning blue
0,jetblue,Late Flight,insane craziness blue today newark delayed hours waiting pilot
4,jetblue,,lovely customer service
4,jetblue,,happy accommodate peanut treenut allergies flight online cover provider
4,jetblue,,happy help
4,jetblue,,landed flight staff flight wonderful despite full heavy load
0,jetblue,Late Flight,delayed arrives
0,jetblue,Late Flight,highlight delayed
0,jetblue,Can't Tell,performing
0,jetblue,Late Flight,flight officer airport unreal staff waited boarded delayed
4,jetblue,,battles appease passengers wall street
0,jetblue,Customer Service Issue,tsapre work airline good money spent mins phone success
0,jetblue,Customer Service Issue,times call help change flight online
0,jetblue,Lost Luggage,send tech baggage office poor print claim upgrade printers mfps
4,united,,places simply nonstop lucia
4,jetblue,,happy hope empty promises
0,jetblue,Customer Service Issue,dropped hour
0,jetblue,Customer Service Issue,called waited hold time disconnected time enraging speak
4,jetblue,,
0,jetblue,Late Flight,idea plane flight coming thought flight wouldn explain delay
0,jetblue,Lost Luggage,find frustrating hope leaving luggage
0,jetblue,Customer Service Issue,calling multiple times wait finally connects hung
4,jetblue,,
4,jetblue,,base style
0,jetblue,Customer Service Issue,hold couple rings mailbox customer service forwarding cell phones
4,jetblue,,love traveling jetblue cant wait paris awesomeee
0,jetblue,Customer Service Issue,customer service ment quoting policy effective customer service
4,jetblue,,
4,jetblue,,upgradeðÿ good
4,jetblue,,quick response twitter
4,jetblue,,bluetiful relationship
0,jetblue,Can't Tell,
0,jetblue,Late Flight,delayed flight 1601
0,jetblue,Customer Service Issue,continue button generated trip plan trip flight booking problems process hint
4,jetblue,,haha change thing slash twitter engagement cooler
4,jetblue,,
4,jetblue,,great smooth flight
4,jetblue,,love best friend weekend
0,jetblue,Can't Tell,remember doubtful hopeful
4,jetblue,,service credit positive thoughts
0,jetblue,Can't Tell,chance fall
4,jetblue,,great
0,jetblue,Can't Tell,responsible replacing
0,jetblue,Damaged Luggage,stroller travel credit doesn help cover cost stroller crew ruined
0,jetblue,Damaged Luggage,spoke baggage claim center travel credit will responsible cost
0,jetblue,Can't Tell,heard charge tighter seats loyal customer
0,jetblue,Late Flight,going alerts flight delayed times parents receiving alerts
4,jetblue,,will love flying great service
4,jetblue,,livery culture crewmembers embody daily
0,jetblue,Bad Flight,hard told wifi worked side plane
